DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
103,4291,45569124_1450,5/31/2023 21:13,24.1,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,2,2012,Pass,,,2.139,2.274,3.004,3.126,3.145,3.315,3.382,4.049,4.202,4.259,4.339,4.701,5.046,5.179,5.505,5.985,6.046,6.236,6.618,6.958,7.142,8.278,8.373,5.112,5.69,3.749,6.126,11.33,2.139,0.051,0.004,-20.634,0.566,2.274,0.129,0.012,-15.084,0.193,3.004,0.186,0.009,-61.197,0.336,3.126,0.315,0.008,-155.653,0.404,3.145,0.061,0.002,-181.523,1.522,3.315,0.147,0.006,-110.809,0.54,3.382,0.064,0.007,-63.099,0.473,4.049,0.081,0.009,-87.702,0.441,4.202,0.069,0.006,-162.974,0.707,4.259,0.119,0.007,-108.957,0.623,4.339,0.162,0.006,-84.057,0.786,4.701,0.106,0.006,-117.09,0.729,5.046,0.195,0.008,-61.091,0.611,5.179,0.122,0.007,-90.817,0.748,5.505,0.049,0.006,-136.985,0.918,5.985,0.118,0.006,-155.951,1.039,6.046,0.073,0.005,-197.771,1.234,6.236,0.1,0.005,-160.599,1.153,6.618,0.019,0.007,-71.834,0.932,6.958,0.031,0.008,-65.062,0.853,7.142,0.116,0.009,-49.553,0.795,8.278,0.06,0.008,-45.103,1.042,8.373,0.048,0.008,-60.61,1.039,5.112,0.054,0.005,-198.562,1.081,5.69,0.013,0.007,-126.251,0.859,3.749,0.156,0.008,-81.283,0.464,6.126,0.054,0.007,-85.856,0.887,11.33,0.002,0.002,-6.615,6.525
20,4292,44955031_1450,6/25/2022 17:53,27.3,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.157,2.301,3.023,3.124,3.158,3.319,3.373,4.04,4.202,4.258,4.348,4.7,5.044,5.18,5.507,5.975,6.057,6.238,6.626,6.952,7.142,8.275,8.382,5.114,5.694,3.752,6.131,11.342,2.157,0.077,0.015,-28.603,0.148,2.301,0.122,0.011,-33.653,0.215,3.023,0.02,0.006,-115.917,0.503,3.124,0.055,0.006,-99.621,0.501,3.158,0.008,0.004,-145.904,0.867,3.319,0.021,0.007,-101.383,0.504,3.373,0.011,0.006,-83.506,0.569,4.04,0.011,0.009,-83.747,0.468,4.202,0.012,0.007,-108.377,0.565,4.258,0.015,0.007,-103.139,0.635,4.348,0.208,0.008,-93.693,0.576,4.7,0.017,0.007,-94.593,0.639,5.044,0.029,0.008,-73.724,0.664,5.18,0.016,0.007,-98.657,0.794,5.507,0.086,0.005,-169.835,1.025,5.975,0.016,0.006,-188.734,0.992,6.057,0.012,0.005,-155.985,1.118,6.238,0.02,0.005,-190.547,1.157,6.626,0.004,0.008,-25.332,0.788,6.952,0.005,0.005,-69.721,1.476,7.142,0.02,0.008,-66.588,0.941,8.275,0.006,0.009,-40.61,0.929,8.382,0.023,0.009,-52.223,0.974,5.114,0.01,0.005,-154.222,1.034,5.694,0.02,0.008,-62.522,0.697,3.752,0.022,0.006,-125.309,0.672,6.131,0.008,0.007,-98.285,0.908,11.342,0.005,0.014,-16.15,0.829
128,4292,45637613_1450,7/5/2023 23:53,27,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,,,2.15,2.291,3.022,3.124,3.156,3.32,3.372,4.04,4.203,4.258,4.348,4.698,5.043,5.178,5.506,5.974,6.057,6.238,6.623,6.97,7.139,8.272,8.379,0,5.694,3.75,6.131,11.337,2.15,0.25,0.007,-15.697,0.307,2.291,0.153,0.004,-8.09,0.589,3.022,0.089,0.007,-92.002,0.427,3.124,0.2,0.008,-87.322,0.394,3.156,0.009,0.003,-167.72,0.903,3.32,0.08,0.006,-113.28,0.516,3.372,0.042,0.007,-78.439,0.491,4.04,0.034,0.005,-107.979,0.747,4.203,0.045,0.006,-186.465,0.674,4.258,0.077,0.006,-166.388,0.737,4.348,0.073,0.007,-111.616,0.616,4.698,0.053,0.007,-91.972,0.651,5.043,0.119,0.008,-67.83,0.644,5.178,0.074,0.005,-131.388,0.95,5.506,0.063,0.005,-156.422,1.011,5.974,0.073,0.006,-210.487,1.014,6.057,0.049,0.005,-205.559,1.246,6.238,0.074,0.005,-199.608,1.218,6.623,0.013,0.008,-49.564,0.832,6.97,0.02,0.007,-79.771,0.952,7.139,0.067,0.009,-57.813,0.83,8.272,0.019,0.009,-42.422,0.895,8.379,0.012,0.009,-53.068,0.93,0,0,0,0,0,5.694,0.01,0.008,-58.84,0.742,3.75,0.088,0.006,-96.236,0.634,6.131,0.036,0.006,-137.375,1.049,11.337,0.004,0.013,-17.134,0.848
61,4299,45293287_1450,1/7/2023 17:52,21,2,QPLog 10-1631 (16) rev14,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,2,2012,Pass,,,2.174,2.3,2.997,3.124,3.16,3.31,3.399,4.064,4.19,4.272,4.345,4.711,5.048,5.192,5.507,5.978,6.045,6.257,6.631,6.961,7.145,8.28,8.395,5.115,5.702,3.745,6.135,11.322,2.174,0.295,0.005,-10.266,0.411,2.3,0.526,0.016,-20.273,0.14,2.997,0.127,0.008,-66.191,0.378,3.124,0.2,0.006,-172.912,0.538,3.16,0.14,0.006,-111.749,0.494,3.31,0.143,0.006,-123.873,0.512,3.399,0.114,0.012,-36.646,0.289,4.064,0.03,0.007,-103.26,0.618,4.19,0.081,0.005,-234.35,0.765,4.272,0.2,0.006,-138.369,0.721,4.345,0.269,0.008,-83.722,0.566,4.711,0.165,0.008,-80.492,0.589,5.048,0.264,0.011,-43.305,0.469,5.192,0.069,0.008,-57.432,0.664,5.507,0.148,0.006,-97.971,0.848,5.978,0.156,0.007,-132.834,0.878,6.045,0.155,0.006,-122.732,0.968,6.257,0.133,0.006,-131.561,1.056,6.631,0.04,0.005,-72.751,1.233,6.961,0.022,0.01,-51.528,0.699,7.145,0.167,0.009,-56.698,0.831,8.28,0.035,0.01,-52.616,0.82,8.395,0.052,0.009,-50.052,0.929,5.115,0.033,0.003,-201.532,1.586,5.702,0.023,0.007,-87.366,0.822,3.745,0.162,0.004,-96.161,0.848,6.135,0.018,0.003,-73.276,1.897,11.322,0.003,0.004,-15.22,3.207
148,4299,45873841_1450,11/3/2023 20:16,22.4,2,QPLog 10-1631 (16) rev17,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,2,2012,Pass,,,2.187,2.303,2.999,3.125,3.162,3.31,3.395,4.068,4.191,4.271,4.343,4.709,5.044,5.195,5.503,5.977,6.043,6.255,6.629,6.959,7.144,8.279,8.392,0,5.699,3.742,6.15,11.331,2.187,0.383,0.009,-50.649,0.252,2.303,0.432,0.013,-65.69,0.173,2.999,0.093,0.01,-103.694,0.307,3.125,0.175,0.005,-212.563,0.573,3.162,0.14,0.006,-104.576,0.499,3.31,0.124,0.006,-129.877,0.52,3.395,0.052,0.009,-45.816,0.389,4.068,0.05,0.007,-104.741,0.596,4.191,0.061,0.006,-194.645,0.721,4.271,0.134,0.006,-170.183,0.767,4.343,0.129,0.008,-97.478,0.554,4.709,0.096,0.009,-115.08,0.545,5.044,0.178,0.008,-69.593,0.617,5.195,0.092,0.007,-86.325,0.744,5.503,0.067,0.006,-139.623,0.965,5.977,0.102,0.007,-89.106,0.817,6.043,0.081,0.005,-185.628,1.237,6.255,0.065,0.007,-75.101,0.868,6.629,0.019,0.007,-45.575,0.914,6.959,0.022,0.009,-57.138,0.805,7.144,0.139,0.008,-69.67,0.904,8.279,0.031,0.009,-33.585,0.894,8.392,0.03,0.008,-67.104,1.088,0,0,0,0,0,5.699,0.007,0.006,-82.561,0.928,3.742,0.104,0.005,-68.467,0.803,6.15,0.019,0.004,-117.906,1.479,11.331,0.003,0.01,-22.068,1.147
52,4308,45060355_14625,8/31/2022 15:58,24.4,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,2,2012,Pass,,,2.174,2.291,3.02,3.131,3.159,3.312,3.387,4.061,4.197,4.264,4.344,4.706,5.044,5.186,5.511,5.985,6.048,6.248,6.632,6.972,7.147,8.281,8.395,5.109,5.7,3.753,6.137,11.349,2.174,0.032,0.011,-44.852,0.195,2.291,0.026,0.012,-74.792,0.184,3.02,0.006,0.008,-59.76,0.393,3.131,0.021,0.007,-69.527,0.444,3.159,0.009,0.005,-60.918,0.657,3.312,0.012,0.007,-61.641,0.499,3.387,0.004,0.008,-37.983,0.408,4.061,0.008,0.007,-53.273,0.597,4.197,0.006,0.006,-124.494,0.76,4.264,0.006,0.007,-48.787,0.623,4.344,0.009,0.007,-45.06,0.668,4.706,0.007,0.009,-35.379,0.544,5.044,0.014,0.009,-36.612,0.58,5.186,0.01,0.009,-30.536,0.551,5.511,0.011,0.006,-126.744,0.964,5.985,0.005,0.006,-24.872,0.966,6.048,0.004,0.007,-38.163,0.92,6.248,0.035,0.008,-53.466,0.769,6.632,0.001,0.005,-30.523,1.317,6.972,0.015,0.008,-54.895,0.833,7.147,0.044,0.011,-23.998,0.641,8.281,0.008,0.012,-12.223,0.685,8.395,0.005,0.012,-19.326,0.717,5.109,0.006,0.004,-116.356,1.178,5.7,0.014,0.005,-94.777,1.054,3.753,0.019,0.007,-71.617,0.56,6.137,0.005,0.003,-83.791,1.915,11.349,0.009,0.009,-24.263,1.256
126,4308,45635149_1450,7/4/2023 0:58,27,2,QPLog 10-1631 (16) rev16,TRUE,,GD,,,,,,Pass,,,300_FW,,,,,,Pass,,,2.177,2.31,3.02,3.132,3.164,3.313,3.387,4.059,4.201,4.266,4.345,4.708,5.051,5.189,5.514,5.992,6.054,6.251,6.633,6.944,7.154,8.29,8.4,0,5.702,3.751,6.139,11.35,2.177,0.339,0.022,-9.143,0.1,2.31,0.345,0.015,-21.116,0.149,3.02,0.101,0.006,-130.813,0.477,3.132,0.208,0.006,-150.311,0.521,3.164,0.011,0.002,-215.465,2.033,3.313,0.078,0.008,-68.425,0.418,3.387,0.046,0.006,-82.093,0.56,4.059,0.043,0.006,-113.599,0.637,4.201,0.051,0.005,-242.436,0.796,4.266,0.084,0.007,-132.401,0.606,4.345,0.071,0.007,-103.909,0.651,4.708,0.058,0.008,-99.069,0.62,5.051,0.125,0.008,-82.447,0.667,5.189,0.081,0.007,-100.407,0.776,5.514,0.065,0.005,-178.656,1.08,5.992,0.117,0.006,-175.791,0.96,6.054,0.059,0.005,-157.209,1.106,6.251,0.07,0.006,-167.844,1.125,6.633,0.015,0.008,-54.069,0.873,6.944,0.007,0.005,-58.126,1.32,7.154,0.075,0.008,-69.262,0.899,8.29,0.013,0.012,-24.835,0.668,8.4,0.014,0.009,-53.522,0.979,0,0,0,0,0,5.702,0.016,0.006,-151.111,1.004,3.751,0.078,0.005,-66.183,0.709,6.139,0.008,0.004,-124.884,1.612,11.35,0.004,0.009,-20.592,1.205
1,4309,44500617_1450,9/24/2021 17:00,23.4,2,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/24/21 07:26,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,100_LVL (old),none,,,2,2012,Pass,,,2.16,2.289,3.016,3.118,3.151,3.314,3.367,4.033,4.2,4.249,4.339,4.698,5.04,5.164,5.511,5.982,6.049,6.223,6.609,6.96,7.134,8.262,8.342,5.108,5.68,3.744,6.118,11.321,2.16,0.057,0.013,-38.584,0.165,2.289,0.055,0.01,-52.863,0.221,3.016,0.018,0.011,-44.889,0.268,3.118,0.04,0.01,-51.721,0.316,3.151,0.013,0.005,-129.914,0.639,3.314,0.018,0.007,-85.564,0.463,3.367,0.012,0.008,-52.296,0.4,4.033,0.01,0.011,-41.39,0.38,4.2,0.014,0.007,-120.257,0.621,4.249,0.014,0.008,-64.201,0.52,4.339,0.178,0.007,-77.441,0.622,4.698,0.011,0.008,-54.775,0.589,5.04,0.031,0.009,-68.037,0.567,5.164,0.01,0.008,-46.533,0.654,5.511,0.063,0.008,-87.877,0.685,5.982,0.008,0.015,-17.351,0.388,6.049,0.005,0.007,-51.383,0.855,6.223,0.056,0.009,-62.244,0.72,6.609,0.021,0.008,-41.902,0.823,6.96,0.026,0.009,-71.803,0.802,7.134,0.053,0.013,-25.322,0.563,8.262,0.008,0.019,-11.143,0.428,8.342,0.008,0.012,-21.505,0.673,5.108,0.046,0.006,-77.601,0.805,5.68,0.011,0.009,-65.999,0.604,3.744,0.251,0.008,-67.242,0.457,6.118,0.038,0.007,-99.283,0.848,11.321,0.02,0.013,-20.177,0.877
104,4309,45597637_1450,6/13/2023 18:00,25.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,2,2012,Pass,,,2.148,2.305,3.022,3.12,3.133,3.316,3.369,4.033,4.201,4.252,4.339,4.701,5.047,5.169,5.514,5.994,6.053,6.23,6.617,6.965,7.151,8.287,8.366,5.111,5.686,3.746,6.125,11.346,2.148,0.217,0.003,-4.668,0.628,2.305,0.259,0.005,-19.455,0.492,3.022,0.079,0.006,-137.04,0.516,3.12,0.185,0.006,-114.796,0.505,3.133,0.047,0.004,-42.924,0.819,3.316,0.071,0.006,-123.119,0.557,3.369,0.044,0.008,-63.984,0.411,4.033,0.036,0.006,-60.315,0.644,4.201,0.039,0.006,-176.356,0.707,4.252,0.056,0.006,-129.421,0.662,4.339,0.056,0.006,-82.057,0.782,4.701,0.077,0.007,-117.833,0.684,5.047,0.115,0.01,-58.913,0.485,5.169,0.087,0.007,-111.355,0.775,5.514,0.054,0.006,-140.554,0.972,5.994,0.108,0.006,-139.142,0.999,6.053,0.053,0.005,-189.898,1.194,6.23,0.069,0.005,-206.686,1.206,6.617,0.014,0.008,-47.014,0.794,6.965,0.017,0.007,-76.382,0.935,7.151,0.073,0.007,-81.106,0.997,8.287,0.007,0.012,-27.441,0.695,8.366,0.01,0.009,-43.641,0.882,5.111,0.042,0.006,-116.537,0.816,5.686,0.01,0.006,-102.051,0.876,3.746,0.062,0.006,-100.263,0.678,6.125,0.034,0.006,-139.205,1.107,11.346,0.006,0.014,-12.923,0.801
21,4310,44935434_1450,6/15/2022 21:05,26.1,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,200_LA (old),,,,0,0,Pass,,,2.129,2.303,3.018,3.125,3.153,3.301,3.373,4.036,4.18,4.248,4.33,4.695,5.037,5.162,5.5,5.974,6.029,6.229,6.609,6.953,7.141,8.276,8.373,5.087,5.682,3.747,6.112,11.317,2.129,0.069,0.004,-2.761,0.474,2.303,0.114,0.011,-15.623,0.207,3.018,0.039,0.008,-78.013,0.38,3.125,0.108,0.006,-125.847,0.483,3.153,0.035,0.003,-236.177,0.974,3.301,0.035,0.009,-63.152,0.348,3.373,0.024,0.007,-79.776,0.503,4.036,0.022,0.007,-105.106,0.579,4.18,0.021,0.006,-194.271,0.71,4.248,0.053,0.007,-127.749,0.59,4.33,0.051,0.006,-102.416,0.701,4.695,0.039,0.007,-119.405,0.697,5.037,0.069,0.008,-73.249,0.662,5.162,0.046,0.007,-83.977,0.781,5.5,0.026,0.005,-188.845,1.027,5.974,0.051,0.005,-203.904,1.307,6.029,0.058,0.006,-130.33,0.983,6.229,0.044,0.005,-190.919,1.195,6.609,0.007,0.009,-41.309,0.762,6.953,0.014,0.008,-86.023,0.827,7.141,0.056,0.008,-64.08,0.875,8.276,0.016,0.009,-41.761,0.949,8.373,0.175,0.009,-62.025,0.984,5.087,0.021,0.006,-131.36,0.857,5.682,0.005,0.006,-111.428,0.89,3.747,0.054,0.007,-96.199,0.522,6.112,0.019,0.005,-104.38,1.171,11.317,0.011,0.012,-27.708,0.941
83,4310,45493854_1450,4/19/2023 15:18,25.5,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,2,2012,Pass,,,2.177,2.302,3.02,3.125,3.155,3.306,3.378,4.04,4.185,4.25,4.333,4.698,5.036,5.165,5.503,5.979,6.032,6.232,6.613,6.959,7.14,8.277,8.375,5.094,5.689,3.746,6.116,11.322,2.177,0.049,0.012,-22.123,0.183,2.302,0.486,0.013,-46.825,0.181,3.02,0.103,0.006,-118.55,0.5,3.125,0.262,0.007,-112.637,0.48,3.155,0.012,0.003,-231.004,1.06,3.306,0.115,0.007,-107.142,0.495,3.378,0.045,0.013,-44.095,0.261,4.04,0.053,0.008,-111.054,0.501,4.185,0.055,0.005,-231.305,0.764,4.25,0.123,0.006,-170.594,0.75,4.333,0.081,0.007,-99.526,0.652,4.698,0.076,0.007,-121.933,0.68,5.036,0.114,0.012,-48.153,0.432,5.165,0.085,0.007,-73.601,0.711,5.503,0.059,0.005,-159.183,1.003,5.979,0.115,0.004,-194.366,1.437,6.032,0.077,0.006,-118.8,1.006,6.232,0.083,0.005,-192.147,1.197,6.613,0.016,0.011,-30.576,0.61,6.959,0.013,0.008,-60.04,0.82,7.14,0.089,0.008,-62.645,0.864,8.277,0.017,0.01,-47.836,0.868,8.375,0.013,0.008,-52.405,1.018,5.094,0.04,0.006,-153.229,0.9,5.689,0.014,0.006,-125.834,0.976,3.746,0.112,0.008,-64.368,0.488,6.116,0.04,0.006,-104.018,1.025,11.322,0.002,0.009,-14.516,1.195
22,4315,44940466_1450,6/17/2022 21:26,25.5,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,200_LA (old),,,,0,0,Pass,,,2.178,2.311,3.019,3.13,3.141,3.314,3.378,4.043,4.195,4.258,4.34,4.704,5.051,5.177,5.514,5.977,6.048,6.238,6.622,6.938,7.157,8.292,8.385,5.107,5.69,3.752,6.128,11.347,2.178,0.113,0.006,-16.376,0.376,2.311,0.121,0.013,-18.817,0.173,3.019,0.039,0.008,-84.871,0.395,3.13,0.105,0.006,-177.04,0.535,3.141,0.076,0.002,-318.005,1.507,3.314,0.042,0.007,-110.255,0.487,3.378,0.025,0.007,-71.311,0.468,4.043,0.023,0.006,-82.239,0.699,4.195,0.025,0.006,-160.773,0.724,4.258,0.041,0.007,-160.898,0.602,4.34,0.075,0.005,-137.953,0.794,4.704,0.04,0.007,-111.892,0.687,5.051,0.074,0.009,-56.459,0.574,5.177,0.048,0.007,-89.393,0.772,5.514,0.031,0.005,-203.292,1.13,5.977,0.032,0.006,-217.002,1.048,6.048,0.052,0.006,-146.895,1.082,6.238,0.045,0.005,-174.023,1.181,6.622,0.007,0.007,-48.65,0.928,6.938,0.005,0.006,-47.06,1.253,7.157,0.054,0.008,-63.932,0.859,8.292,0.167,0.009,-60.667,0.913,8.385,0.155,0.01,-44.728,0.828,5.107,0.015,0.005,-132.746,0.969,5.69,0.039,0.007,-122.858,0.875,3.752,0.056,0.005,-139.436,0.794,6.128,0.021,0.005,-125.362,1.156,11.347,0.011,0.015,-11.567,0.774
105,4315,45534850_1450,5/16/2023 20:56,25.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,2,2012,Pass,,,2.151,2.287,3.02,3.123,3.155,3.31,3.381,4.037,4.196,4.263,4.348,4.708,5.056,5.173,5.52,5.979,6.051,6.239,6.623,6.941,7.153,8.287,8.39,0,5.691,3.753,0,11.353,2.151,0.054,0.003,-15.238,0.716,2.287,0.243,0.011,-18.441,0.205,3.02,0.139,0.005,-121.078,0.559,3.123,0.257,0.006,-141.373,0.496,3.155,0.013,0.003,-125.515,0.988,3.31,0.091,0.007,-106.115,0.455,3.381,0.174,0.009,-53.616,0.398,4.037,0.019,0.002,-22.73,1.977,4.196,0.083,0.006,-216.03,0.741,4.263,0.197,0.006,-119.458,0.72,4.348,0.284,0.007,-89.378,0.605,4.708,0.207,0.007,-105.08,0.653,5.056,0.304,0.009,-54.218,0.576,5.173,0.082,0.007,-117.637,0.771,5.52,0.174,0.006,-130.012,0.882,5.979,0.081,0.006,-213.484,0.949,6.051,0.16,0.006,-114.245,1.004,6.239,0.127,0.006,-151.986,1.097,6.623,0.027,0.007,-76.219,0.997,6.941,0.014,0.005,-72.244,1.275,7.153,0.12,0.008,-69.229,0.893,8.287,0.016,0.008,-25.153,1.1,8.39,0.067,0.012,-35.543,0.707,0,0,0,0,0,5.691,0.003,0.004,-75.653,1.469,3.753,0.151,0.008,-80.878,0.444,0,0,0,0,0,11.353,0.007,0.014,-13.472,0.826
9,4587,44829892_1450,4/21/2022 18:15,25.5,2,QPLog 10-1631 (16) rev11,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.168,2.292,3.019,3.131,3.166,3.321,3.403,4.078,4.209,4.287,4.356,4.725,5.07,5.204,5.53,6.014,6.071,6.257,6.646,6.955,7.175,8.314,8.408,5.128,5.704,3.747,6.154,11.389,2.168,0.064,0.01,-10.935,0.222,2.292,0.04,0.005,-5.987,0.438,3.019,0.026,0.006,-112.473,0.512,3.131,0.039,0.006,-176.275,0.545,3.166,0.037,0.006,-111.266,0.49,3.321,0.021,0.006,-92.189,0.538,3.403,0.01,0.009,-49.6,0.391,4.078,0.014,0.006,-97.637,0.672,4.209,0.012,0.006,-219.099,0.738,4.287,0.029,0.005,-158.305,0.787,4.356,0.02,0.005,-113.009,0.808,4.725,0.018,0.008,-62.239,0.562,5.07,0.035,0.008,-74.349,0.606,5.204,0.019,0.007,-79.598,0.754,5.53,0.013,0.006,-135.854,0.938,6.014,0.024,0.004,-143.56,1.558,6.071,0.021,0.005,-162.41,1.196,6.257,0.019,0.005,-151.134,1.19,6.646,0.005,0.008,-47.894,0.877,6.955,0.002,0.003,-9.346,2.531,7.175,0.026,0.008,-72.612,0.947,8.314,0.03,0.01,-36.271,0.825,8.408,0.063,0.009,-59.753,0.965,5.128,0.013,0.006,-144.493,0.819,5.704,0.012,0.005,-106.331,1.064,3.747,0.028,0.006,-93.039,0.628,6.154,0.008,0.006,-98.266,1.048,11.389,0.012,0.01,-26.863,1.151
84,4587,45442187_1450,3/22/2023 21:28,20.6,2,QPLog 10-1631 (16) rev16,TRUE,,B3,,,,,,Pass,,,400_LA (new),,,,,,Pass,,,2.158,2.296,3.015,3.126,3.165,3.32,3.409,4.073,4.203,4.292,4.369,4.74,5.074,5.25,5.539,6.004,6.066,6.252,6.64,0,7.259,8.313,8.405,5.124,5.704,3.756,6.15,11.388,2.158,0.096,0.012,-32.657,0.186,2.296,0.222,0.011,-9.844,0.206,3.015,0.095,0.014,-63.579,0.22,3.126,0.114,0.005,-185.329,0.577,3.165,0.007,0.002,-188.824,1.51,3.32,0.111,0.008,-120.246,0.414,3.409,0.159,0.012,-33.814,0.276,4.073,0.047,0.006,-136.296,0.641,4.203,0.039,0.006,-113.9,0.727,4.292,0.186,0.006,-110.211,0.71,4.369,0.332,0.01,-56.445,0.418,4.74,0.328,0.011,-53.562,0.44,5.074,0.292,0.008,-80.693,0.674,5.25,0.065,0.006,-139.434,0.843,5.539,0.156,0.01,-75.448,0.569,6.004,0.067,0.006,-183.889,0.936,6.066,0.037,0.004,-225.282,1.353,6.252,0.078,0.008,-73.057,0.8,6.64,0.002,0.005,-40.3,1.262,0,0,0,0,0,7.259,0.064,0.012,-27.388,0.591,8.313,0.037,0.008,-56.951,1.049,8.405,0.055,0.012,-45.595,0.714,5.124,0.057,0.003,-208.725,1.83,5.704,0.009,0.006,-66.021,0.966,3.756,0.107,0.007,-65.649,0.553,6.15,0.054,0.005,-123.441,1.161,11.388,0.004,0.007,-13.49,1.536
41,4730,44963354_1450,6/30/2022 19:44,26.5,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,11,2012,Pass,,,2.181,2.313,3.023,3.132,3.159,3.322,3.391,4.065,4.212,4.277,4.357,4.722,5.07,5.196,5.528,5.999,6.062,6.247,6.637,6.95,7.17,8.311,8.402,5.125,5.699,3.758,6.145,11.368,2.181,0.13,0.011,-34.891,0.196,2.313,0.132,0.013,-25.715,0.181,3.023,0.038,0.007,-100.669,0.447,3.132,0.086,0.005,-190.692,0.59,3.159,0.042,0.003,-184.544,1.185,3.322,0.032,0.009,-71.788,0.374,3.391,0.024,0.008,-62.738,0.402,4.065,0.022,0.005,-131.634,0.765,4.212,0.02,0.008,-132.184,0.56,4.277,0.038,0.007,-129.314,0.643,4.357,0.062,0.006,-118.056,0.752,4.722,0.032,0.008,-77.381,0.623,5.07,0.068,0.009,-56.401,0.565,5.196,0.045,0.006,-112.566,0.924,5.528,0.026,0.005,-188.348,1.119,5.999,0.03,0.006,-203.889,0.934,6.062,0.046,0.006,-167.11,1.097,6.247,0.039,0.005,-169.888,1.171,6.637,0.006,0.01,-33.683,0.687,6.95,0.004,0.003,-10.682,2.341,7.17,0.047,0.009,-55.91,0.826,8.311,0.138,0.01,-49.118,0.821,8.402,0.168,0.009,-52.667,0.932,5.125,0.015,0.005,-206.576,1.124,5.699,0.005,0.005,-93.424,1.113,3.758,0.039,0.007,-54.992,0.512,6.145,0.021,0.005,-102.474,1.361,11.368,0.014,0.014,-14.154,0.819
