Record Name,PRJ Type,Usage,Lib Type,Pti-State,LB Pti-State,Stack group,Date_Time,Visual,LPI,EC,Dimensional,MfgMonth,MfgYear_YY,Fail Reason,Tracker Result,SubGroup,Failure Type,intSite,iPTI,Picked,Critical Defect,NDT_Comment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
3761,GD,D,GD,2,2,,3/10/2023 17:04,2,2,2,2,0,0,,0,0,0,11,0,0,0,,2.186,2.306,3.025,3.139,3.171,3.322,3.404,4.087,4.216,4.3,4.376,4.736,5.08,5.215,5.541,6.009,6.072,6.272,6.662,6.992,7.177,8.319,8.431,5.132,0.0,3.769,6.16,11.397
3761,GD,D,GD,2,2,,3/10/2023 17:10,2,2,2,2,0,0,,0,0,0,11,0,0,0,,2.184,2.306,3.025,3.138,3.169,3.321,3.404,4.086,4.215,4.3,4.376,4.736,5.081,5.213,5.541,6.008,6.072,6.272,6.662,6.992,7.176,8.32,8.431,5.13,0.0,3.768,6.16,11.395
4257,GD,D,GD,2,2,,3/29/2023 1:31,0,2,0,0,1,2012,none,1,4,4,4,0,0,3,,2.158,2.307,3.003,3.113,3.139,3.316,3.379,4.048,4.206,4.277,4.367,4.73,5.072,5.179,5.536,6.0,6.057,6.23,6.607,6.92,7.158,8.306,8.388,5.113,5.685,3.749,6.125,11.332
4310,GD,D,GD,2,2,,4/19/2023 15:18,0,2,0,0,2,2012,none,1,4,4,3,0,0,3,,2.177,2.302,3.02,3.125,3.155,3.306,3.378,4.04,4.185,4.25,4.333,4.698,5.036,5.165,5.503,5.979,6.032,6.232,6.613,6.959,7.14,8.277,8.375,5.094,5.689,3.746,6.116,11.322
4587,B3,D,B3,2,2,,3/22/2023 21:28,2,2,2,2,0,0,,0,0,0,4,0,0,0,,2.158,2.296,3.015,3.126,3.165,3.32,3.409,4.073,4.203,4.292,4.369,4.74,5.074,5.25,5.539,6.004,6.066,6.252,6.64,0.0,7.259,8.313,8.405,5.124,5.704,3.756,6.15,11.388
5394,B3,D,B3,2,2,,4/12/2023 22:09,0,2,0,0,12,2014,none,1,4,4,3,0,0,3,,2.165,2.316,3.02,3.134,3.156,3.319,3.393,4.063,4.213,4.272,4.347,4.712,5.06,5.194,5.525,5.996,6.061,6.251,6.643,6.957,7.152,8.289,8.411,5.125,5.703,3.755,6.133,11.351
5394,GD,D,GD,2,2,,4/12/2023 22:27,0,2,0,0,12,2014,none,1,4,4,3,0,0,3,,2.164,2.32,3.021,3.135,3.158,3.322,3.392,4.066,4.214,4.27,4.346,4.712,5.057,5.195,5.524,5.996,6.061,6.25,6.642,6.958,7.153,8.292,8.411,5.125,5.703,3.757,6.133,11.361
6139,B3,D,B3,2,2,,4/13/2023 19:30,0,2,0,0,4,2015,none,1,4,4,3,0,0,3,,2.161,2.319,3.03,3.14,3.159,3.316,3.394,4.064,4.197,4.273,4.35,4.719,5.059,5.197,5.527,5.991,6.057,6.262,6.652,6.993,7.172,8.315,8.418,5.11,5.701,3.76,6.135,11.371
6139,GD,D,GD,2,2,,4/13/2023 19:36,0,2,0,0,4,2015,none,1,4,4,3,0,0,3,,2.165,2.311,3.03,3.14,3.159,3.316,3.393,4.064,4.197,4.273,4.35,4.718,5.059,5.196,5.526,5.99,6.057,6.261,6.652,6.992,7.171,8.314,8.418,5.109,5.701,3.76,6.135,11.371
6141,GD,D,GD,2,2,,3/13/2023 20:58,0,2,0,0,4,2015,none,1,4,4,2,0,0,3,,2.17,2.313,3.015,3.134,3.162,3.309,3.397,4.066,4.184,4.275,4.341,4.71,5.05,5.198,5.518,5.976,6.049,6.259,6.645,6.984,7.165,8.307,8.42,5.101,5.7,3.755,6.144,11.372
6407,GD,D,GD,2,2,,3/31/2023 18:50,0,2,0,0,9,2015,none,1,4,4,4,0,0,3,,2.159,2.314,3.027,3.141,3.165,3.327,3.405,4.077,4.225,4.3,4.391,4.749,5.099,5.213,5.561,6.03,6.089,6.262,6.66,6.972,7.206,8.342,8.44,5.161,5.705,3.774,6.146,11.43
8036,GD,D,GD,2,2,,3/24/2023 21:00,0,2,0,0,8,2017,none,1,4,4,4,0,0,3,,2.187,2.308,3.02,3.139,3.171,3.315,3.412,4.081,4.205,4.284,4.356,4.723,5.076,5.213,5.538,6.014,6.076,6.271,6.657,6.967,7.18,8.313,8.422,5.14,0.0,3.76,6.165,11.396
9065,GD,D,GD,2,2,,4/1/2023 17:17,0,2,0,0,9,2018,none,1,4,4,4,0,0,3,,2.173,2.296,3.018,3.137,3.181,3.323,3.419,4.105,4.216,4.308,4.387,4.744,5.095,5.234,5.548,6.026,6.09,6.28,6.661,6.966,7.196,8.342,8.423,5.144,5.709,3.762,6.175,11.437
9066,B3,D,B3,2,2,,4/12/2023 23:30,0,0,0,0,9,2018,none,1,4,4,3,0,0,3,,2.193,2.322,3.019,3.139,3.183,3.323,3.425,4.108,4.217,4.304,4.387,4.748,5.101,5.234,5.553,6.028,6.084,6.282,6.662,6.962,7.197,8.344,8.432,5.14,5.717,3.758,6.174,11.419
9066,B3,D,B3,2,2,,4/12/2023 23:37,0,0,0,0,9,2018,none,1,4,4,3,0,0,3,,2.179,2.296,3.018,3.138,3.183,3.323,3.427,4.107,4.216,4.304,4.386,4.746,5.099,5.234,5.553,6.028,6.084,6.282,6.661,6.962,7.195,8.342,8.432,5.138,5.719,3.765,6.175,11.421
B0276,GD,D,GD,2,2,,5/8/2023 18:41,0,2,0,0,9,2019,none,1,4,4,4,0,0,3,,2.19,2.301,3.024,3.149,3.192,3.318,3.43,4.108,4.21,4.298,4.348,4.728,5.071,5.222,5.535,5.997,6.055,6.287,6.693,7.005,7.162,8.304,8.453,5.143,5.705,3.766,6.18,11.393
D0138,GD,D,GD,2,2,,4/30/2023 17:46,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.193,2.308,3.032,3.15,3.181,3.323,3.42,4.101,4.217,4.314,4.381,4.74,5.095,5.235,5.552,6.03,6.085,6.285,6.685,7.012,7.194,8.342,8.457,5.141,5.715,3.766,6.185,11.426
D0283,B3,D,B3,2,2,,4/27/2023 17:11,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.19,2.312,3.014,3.134,3.172,3.296,3.414,4.081,4.17,4.287,4.343,4.715,5.057,5.199,5.523,5.959,6.029,6.257,6.64,6.966,7.159,8.301,8.404,5.079,5.697,3.743,6.142,11.341
D0283,GD,D,GD,2,2,,4/27/2023 17:17,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.174,2.306,3.014,3.134,3.172,3.296,3.413,4.078,4.169,4.287,4.344,4.716,5.057,5.199,5.522,5.959,6.029,6.257,6.639,6.965,7.159,8.302,8.404,5.078,5.696,3.743,6.141,11.342
D0465,B3,D,B3,2,2,,3/17/2023 2:02,0,0,0,0,1,2019,none,1,4,4,2,0,0,3,,2.171,2.341,3.034,3.148,3.193,3.329,3.432,4.115,4.231,4.32,4.384,4.742,5.103,5.279,5.56,6.042,6.106,6.301,6.693,7.026,7.202,8.342,8.471,5.162,5.729,3.776,6.239,11.453
D0465,B3,D,B3,2,2,,3/17/2023 1:55,0,0,0,0,1,2019,none,1,4,4,2,0,0,3,,2.224,2.315,3.034,3.149,3.193,3.329,3.432,4.116,4.231,4.32,4.384,4.742,5.103,5.281,5.56,6.042,6.107,6.301,6.694,0.0,7.202,8.341,8.472,5.162,5.728,3.776,6.239,11.454
6393,GD,D,GD,2,2,,5/9/2023 3:21,0,2,0,0,9,2015,none,1,4,4,4,0,0,3,,2.175,2.298,3.033,3.14,3.168,3.331,3.404,4.083,4.224,4.298,4.381,4.742,5.087,5.216,5.551,6.023,6.083,6.266,6.657,6.989,7.19,8.338,8.418,5.142,5.706,3.769,6.152,11.414
4102P,GD,D,GD,2,2,,5/11/2023 23:30,0,2,0,0,11,2010,none,1,4,4,3,0,0,3,,2.166,2.294,3.019,3.129,3.157,3.312,3.392,4.068,4.197,4.277,4.348,4.726,5.065,5.192,5.535,5.994,6.054,6.251,6.638,6.968,7.173,8.323,8.396,5.108,5.697,3.754,6.144,11.376
4291,GD,D,GD,2,2,,5/31/2023 21:13,0,2,0,0,2,2012,none,1,4,4,4,0,0,3,,2.139,2.274,3.004,3.126,3.145,3.315,3.382,4.049,4.202,4.259,4.339,4.701,5.046,5.179,5.505,5.985,6.046,6.236,6.618,6.958,7.142,8.278,8.373,5.112,5.69,3.749,6.126,11.33
4309,GD,D,GD,2,2,,6/13/2023 18:00,0,2,0,0,2,2012,none,1,4,4,3,0,0,3,,2.148,2.306,3.022,3.12,3.133,3.316,3.369,4.033,4.201,4.252,4.339,4.701,5.047,5.169,5.514,5.994,6.054,6.23,6.617,6.965,7.151,8.287,8.366,5.111,5.686,3.746,6.125,11.346
4315,GD,D,GD,2,2,,5/16/2023 20:56,0,2,0,2,2,2012,none,1,4,4,11,0,0,3,,2.151,2.287,3.02,3.123,3.155,3.31,3.381,4.037,4.196,4.263,4.348,4.708,5.056,5.173,5.52,5.979,6.051,6.239,6.623,6.941,7.153,8.287,8.39,0.0,5.691,3.753,0.0,11.353
4546,B3,D,B3,2,2,,5/23/2023 23:32,0,2,0,0,6,2012,none,1,4,4,3,0,0,3,,2.157,2.275,3.014,3.126,0.0,3.308,3.397,0.0,4.196,4.269,4.347,4.708,5.047,5.191,5.507,5.982,6.056,6.255,6.644,6.979,7.141,8.329,8.378,5.131,5.702,3.749,0.0,11.316
4546,B3,D,B3,2,2,,5/23/2023 23:26,0,2,0,0,6,2012,none,1,4,4,3,0,0,3,,2.158,2.297,3.015,3.126,0.0,3.309,3.397,0.0,4.197,4.27,4.35,4.709,5.046,5.192,5.507,5.982,6.057,6.256,6.645,6.979,7.139,8.33,8.415,5.132,5.701,3.747,0.0,11.314
4730,B3,D,B3,2,2,,5/16/2023 17:37,0,2,0,0,11,2012,none,1,4,4,3,0,0,3,,2.156,2.278,3.024,3.132,3.159,3.326,3.392,4.07,4.219,4.281,4.354,4.725,5.071,5.199,5.531,6.004,6.067,6.25,6.642,6.96,7.171,8.315,8.403,0.0,5.703,3.761,6.15,11.374
4730,GD,D,GD,2,2,,5/16/2023 17:43,0,2,0,0,11,2012,none,1,4,4,3,0,0,3,,2.164,2.287,3.024,3.132,3.159,3.326,3.391,4.068,4.217,4.28,4.353,4.724,5.071,5.199,5.531,6.003,6.065,6.25,6.641,6.956,7.17,8.315,8.403,0.0,5.703,3.76,6.148,11.372
4798,GD,D,GD,2,2,,5/23/2023 2:46,0,2,0,0,12,2012,none,1,4,4,4,0,0,3,,2.175,2.293,3.013,3.131,3.162,3.322,3.4,4.081,4.216,4.293,4.367,4.729,5.081,5.211,5.535,6.012,6.073,6.259,6.647,6.98,7.18,8.324,8.417,5.131,0.0,3.759,6.155,11.38
6365,B3,D,B3,2,2,,4/25/2022 17:27,2,2,2,2,9,2015,none,1,4,4,1,0,0,3,,2.164,2.287,3.029,3.123,3.154,3.311,3.381,4.04,4.203,4.269,4.354,4.724,5.04,5.186,5.493,5.972,6.051,6.245,6.626,6.955,7.126,8.255,8.37,0.0,5.647,3.755,6.124,11.362
6365,GD,D,GD,2,2,,5/24/2023 15:34,0,2,0,2,9,2015,none,1,4,4,11,0,0,3,,2.178,2.305,3.04,3.137,3.168,3.328,3.394,4.066,4.223,4.287,4.376,4.744,5.065,5.208,5.536,6.001,6.079,6.269,6.647,6.986,7.162,8.297,8.408,5.14,5.672,3.769,6.154,11.408
6529P,B3,D,B3,2,2,,5/21/2023 17:29,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.183,2.316,3.045,3.153,3.174,3.347,3.412,4.095,4.257,4.308,4.388,4.745,5.104,5.241,5.567,6.049,6.122,6.288,6.688,7.036,7.206,8.353,8.457,5.179,5.723,3.784,6.193,11.473
6529P,B3,D,B3,2,2,,5/21/2023 17:37,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.183,2.316,3.045,3.152,3.173,3.347,3.411,4.094,4.256,4.307,4.387,4.743,5.103,5.24,5.567,6.047,6.12,6.287,6.687,7.034,7.204,8.351,8.455,5.178,5.723,3.783,6.192,11.471
6529P,GD,D,GD,2,2,,5/21/2023 17:53,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.186,2.315,3.044,3.152,3.173,3.345,3.41,4.094,4.255,4.307,4.387,4.742,5.102,5.239,5.566,6.045,6.118,6.284,6.685,7.032,7.202,8.35,8.453,5.177,5.72,3.783,6.19,11.468
8893,GD,D,GD,2,2,,6/10/2023 1:21,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.205,2.306,3.027,3.153,3.191,3.302,3.426,4.093,4.182,4.284,4.33,4.711,5.057,5.218,5.524,5.978,6.033,6.324,6.708,7.031,7.154,8.287,8.469,0.0,5.706,3.762,6.081,11.379
8893,GD,D,GD,2,2,,6/9/2023 21:17,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.202,2.304,3.027,3.151,3.189,3.3,3.423,4.091,4.18,4.282,4.327,4.709,5.053,5.216,5.522,5.976,6.031,6.321,6.705,7.028,7.151,8.284,8.465,0.0,5.704,3.759,6.079,11.375
8893,GD,D,GD,2,2,,6/14/2023 18:23,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.207,2.314,3.033,3.162,3.202,3.317,3.441,4.11,4.204,4.304,4.352,4.729,5.078,5.241,5.543,6.009,6.059,6.346,6.729,7.042,7.181,8.319,8.498,5.131,5.727,3.777,6.191,11.42
D0522,GD,D,GD,2,2,,6/15/2023 20:58,0,2,0,0,3,2019,none,1,4,4,4,0,0,3,,2.158,2.282,3.02,3.134,3.172,3.314,3.41,4.089,4.198,4.301,4.37,4.742,5.088,5.207,5.554,5.998,6.067,6.259,6.645,6.969,7.201,8.343,8.41,5.121,5.698,3.76,6.169,11.376
D0581,B3,D,B3,2,2,,6/14/2023 17:54,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.203,2.308,2.995,3.122,3.181,3.311,3.413,4.086,4.187,4.28,4.34,4.727,5.064,5.203,5.527,5.977,6.068,6.297,6.64,6.948,7.184,8.307,8.384,5.108,0.0,3.748,6.149,11.354
D0581,GD,D,GD,2,2,,6/14/2023 18:01,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.204,2.304,2.995,3.122,3.182,3.31,3.412,4.086,4.187,4.281,4.339,4.726,5.063,5.203,5.527,5.977,6.067,6.297,6.64,6.948,7.182,8.319,8.384,5.109,0.0,3.747,6.148,11.357
B0267,B3,D,B3,2,2,,6/26/2023 20:13,2,2,2,2,9,2019,none,1,4,4,11,0,0,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0267,GD,D,GD,2,2,,6/26/2023 20:22,2,2,2,2,9,2019,none,1,4,4,11,0,0,3,,2.192,2.307,3.027,3.144,3.18,3.322,3.417,4.083,4.221,4.293,4.348,4.724,5.075,5.224,5.532,6.008,6.073,6.271,6.678,6.966,7.161,8.297,8.437,0.0,5.7,3.76,6.17,11.384
8077,GD,D,GD,2,2,,6/30/2023 16:57,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.17,2.314,3.033,3.14,3.172,3.315,3.399,4.071,4.206,4.28,4.349,4.723,5.069,5.201,5.541,6.003,6.069,6.258,6.655,6.992,7.177,8.321,8.418,0.0,5.704,3.758,6.145,11.411
8064,GD,D,GD,2,2,,7/4/2023 0:38,2,2,2,2,0,0,,0,0,0,3,0,0,0,,2.191,2.308,3.041,3.144,3.175,3.313,3.407,4.081,4.204,4.296,4.376,4.736,5.085,5.208,5.553,6.004,6.069,6.267,6.671,7.003,7.182,8.324,8.43,0.0,5.705,3.763,6.164,11.424
4308,GD,D,GD,2,2,,7/4/2023 0:58,2,2,2,2,0,0,,0,0,0,3,0,0,0,,2.177,2.31,3.02,3.132,3.164,3.313,3.387,4.059,4.201,4.266,4.345,4.708,5.051,5.189,5.514,5.992,6.054,6.251,6.633,6.944,7.154,8.29,8.4,0.0,5.702,3.751,6.139,11.35
9015,B3,D,B3,2,2,,7/4/2023 16:06,0,0,0,2,0,0,none,1,4,4,3,0,0,3,,2.179,2.333,3.043,3.156,3.184,3.329,3.426,4.108,4.228,4.311,4.372,4.734,5.102,5.244,5.567,6.045,6.095,6.294,6.701,6.997,7.206,8.352,8.474,0.0,5.724,3.78,6.194,11.453
4292,GD,D,GD,2,2,,7/5/2023 23:53,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.15,2.291,3.022,3.124,3.156,3.32,3.372,4.04,4.203,4.258,4.348,4.698,5.043,5.178,5.506,5.974,6.057,6.238,6.623,6.97,7.139,8.272,8.379,0.0,5.694,3.75,6.131,11.337
6149,GD,D,GD,2,2,,7/11/2023 19:56,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.167,2.313,3.027,3.135,3.167,3.307,3.394,4.058,4.187,4.271,4.351,4.71,5.05,5.191,5.516,5.981,6.052,6.259,6.65,6.987,7.161,8.303,8.415,0.0,5.692,3.752,6.133,11.367
6230,GD,D,GD,2,2,,7/13/2023 21:23,0,2,0,0,6,2015,none,1,4,4,4,0,0,3,,2.171,2.316,3.042,3.139,3.154,3.348,3.389,4.07,4.254,4.295,4.393,4.729,5.098,5.23,5.551,6.042,6.101,6.254,6.653,6.976,7.206,8.34,8.409,0.0,5.706,3.777,0.0,11.452
2546,GD,D,GD,2,2,,7/27/2023 17:53,0,2,0,2,0,0,none,1,4,4,3,0,0,3,,2.167,2.301,3.03,3.123,3.158,3.324,3.369,4.034,4.208,4.261,4.368,4.71,5.04,5.169,5.505,5.96,6.043,6.233,6.622,6.965,7.131,8.267,8.369,5.112,5.687,3.755,6.118,11.339
D0088,GD,D,GD,2,2,,7/28/2023 19:21,0,2,0,2,10,2018,none,1,4,4,11,0,0,3,,2.193,2.303,3.036,3.147,3.178,3.312,3.411,4.082,4.198,4.279,4.348,4.716,5.059,5.216,5.522,5.99,6.064,6.278,6.684,7.009,7.15,8.284,8.453,5.117,5.686,3.763,6.163,11.37
9083,GD,D,GD,2,2,,8/14/2023 16:01,0,2,0,2,9,2018,none,1,4,4,11,0,0,3,,2.173,2.304,3.026,3.134,3.161,3.318,3.401,4.073,4.213,4.299,4.383,4.739,5.092,5.209,5.551,6.014,6.082,6.258,6.648,6.963,7.184,8.313,8.411,5.15,5.703,3.76,6.137,11.411
8839,B3,D,B3,2,2,,8/16/2023 20:03,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.196,2.306,3.02,3.141,3.183,3.321,3.417,4.093,4.214,4.302,4.374,4.732,5.082,5.225,5.543,6.013,6.084,6.32,6.69,6.964,7.18,8.312,8.433,5.136,5.709,3.762,6.173,11.406
8839,GD,D,GD,2,2,,8/16/2023 20:17,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.195,2.306,3.018,3.14,3.181,3.321,3.414,4.09,4.213,4.301,4.373,4.731,5.082,5.223,5.542,6.02,6.084,6.32,6.69,6.963,7.181,8.316,8.434,5.135,5.709,3.761,6.172,11.407
4268,GD,D,GD,2,2,,8/18/2023 0:03,0,2,0,0,1,2012,none,1,4,4,4,0,0,3,,2.179,2.305,3.013,3.125,3.158,3.313,3.396,4.07,4.194,4.284,4.369,4.734,5.061,5.204,5.523,5.985,6.06,6.261,6.636,6.923,7.176,0.0,8.396,5.103,5.689,3.757,6.147,11.365
B0068,GD,D,GD,2,2,,8/15/2023 19:24,0,2,0,2,6,2019,none,1,0,0,11,0,0,3,,2.191,2.301,3.033,3.152,3.185,3.309,3.422,4.096,4.198,4.293,4.352,4.712,5.064,5.224,5.529,5.987,6.064,6.28,6.7,7.016,7.152,8.288,8.463,0.0,5.698,3.763,6.173,11.388
6221,B3,D,B3,2,2,,8/17/2023 21:19,0,2,0,2,5,2015,none,1,0,0,11,0,0,3,,2.156,2.299,3.011,3.125,3.154,3.337,3.392,4.071,4.238,4.29,4.376,4.726,5.085,5.216,5.536,6.007,6.103,6.246,6.631,6.953,7.186,8.278,8.413,0.0,5.702,3.758,6.157,11.379
3171,GD,D,GD,2,2,,8/26/2023 18:53,0,2,0,0,8,2007,none,1,0,0,3,0,0,3,,2.163,2.314,3.006,3.128,3.163,3.315,3.399,4.076,4.202,4.276,4.356,4.717,5.047,5.204,5.504,5.979,6.054,6.263,6.644,6.969,7.135,8.266,8.399,0.0,5.701,3.747,6.144,11.336
4282,GD,D,GD,2,2,,9/7/2023 15:06,0,2,0,2,1,2012,none,1,0,0,11,0,0,3,,2.175,2.302,3.003,3.118,3.152,3.315,3.389,4.067,4.199,4.279,4.358,4.726,5.063,5.194,5.525,5.991,6.049,6.249,6.625,6.918,7.167,8.31,8.384,0.0,5.694,3.752,0.0,11.349
1051,GD,D,GD,2,2,,9/12/2023 18:54,0,2,0,2,2,2000,none,1,0,0,11,0,0,3,,2.166,2.306,3.008,3.119,3.138,3.33,3.362,4.048,4.233,4.31,4.374,4.724,5.056,5.19,5.509,5.983,6.095,6.235,6.605,7.003,7.164,0.0,8.357,0.0,5.696,3.752,6.132,11.342
6144,GD,D,GD,2,2,,9/20/2023 19:46,0,2,0,2,0,0,none,1,0,0,3,0,0,3,0.0,2.166,2.313,3.024,3.138,3.159,3.31,3.397,4.065,4.193,4.269,4.333,4.715,5.055,5.195,5.524,5.988,6.046,6.256,6.648,6.987,7.167,8.311,8.42,0.0,5.698,3.755,6.139,11.36
4237,GD,D,GD,2,2,,10/17/2023 14:58,0,2,0,2,10,2011,none,1,0,0,11,0,0,3,0.0,2.173,2.295,3.013,3.126,3.149,3.307,3.386,4.058,4.192,4.266,4.337,4.705,5.047,5.185,5.509,5.981,6.046,6.246,6.633,6.934,7.147,8.28,8.388,0.0,5.691,3.744,6.12,11.345
D0631,GD,D,GD,2,2,,10/17/2023 22:25,0,2,0,2,8,2019,none,1,0,0,11,0,0,3,0.0,2.181,2.299,3.03,3.146,3.181,3.308,3.403,4.067,4.189,4.267,4.33,4.692,5.048,5.201,5.516,5.986,6.052,6.264,6.674,7.017,7.148,8.276,8.451,0.0,5.695,3.762,6.156,11.357
2525,B3,D,B3,2,2,,10/20/2023 15:20,0,0,0,0,1,2005,none,1,0,0,5,0,0,3,0.0,2.185,2.319,3.033,3.143,3.17,3.354,3.402,4.091,4.273,4.312,4.401,4.747,5.114,5.247,5.57,6.068,6.139,6.277,6.672,6.99,7.233,8.35,8.437,0.0,5.73,3.776,6.199,11.49
2525,B3,D,B3,2,2,,10/20/2023 15:29,0,0,0,0,1,2005,none,1,0,0,5,0,0,3,0.0,2.179,2.315,3.033,3.142,3.169,3.354,3.402,4.091,4.274,4.312,4.401,4.746,5.114,5.246,5.569,6.066,6.139,6.277,6.672,6.991,7.233,8.335,8.469,0.0,5.73,3.776,6.199,11.492
6146,GD,D,GD,2,2,,10/30/2023 19:38,0,2,0,0,4,2015,none,1,0,0,3,0,0,3,0.0,2.145,2.316,3.027,3.138,3.161,3.315,3.397,4.064,4.198,4.273,4.349,4.715,5.061,5.197,5.526,5.995,6.052,6.257,6.647,6.992,7.17,8.316,8.423,0.0,5.702,3.764,6.143,11.366
4299,GD,D,GD,2,2,,11/3/2023 20:16,0,2,0,2,2,2012,none,1,0,0,11,0,0,3,0.0,2.187,2.303,2.999,3.125,3.162,3.31,3.395,4.068,4.191,4.271,4.343,4.709,5.044,5.195,5.503,5.977,6.043,6.255,6.629,6.959,7.144,8.279,8.392,0.0,5.699,3.742,6.15,11.331
6147,GD,D,GD,2,2,,11/5/2023 17:50,0,2,0,0,4,2015,none,1,0,0,3,0,0,3,0.0,2.171,2.299,3.03,3.139,3.157,3.31,3.392,4.061,4.192,4.267,4.341,4.713,5.052,5.194,5.522,5.984,6.045,6.257,6.651,6.993,7.162,8.304,8.421,5.101,5.697,3.761,6.136,11.361
4289,GD,D,GD,2,2,,11/7/2023 20:09,0,2,0,2,2,2012,none,1,0,0,11,0,0,3,0.0,2.169,2.305,3.019,3.13,3.17,3.311,3.382,4.05,4.2,4.259,4.339,4.7,5.045,5.182,5.508,5.987,6.048,6.239,6.627,6.942,7.141,8.276,8.39,5.109,5.694,3.749,6.13,11.339
2375,GD,D,GD,2,2,,11/10/2023 16:58,0,2,0,0,10,2003,none,1,0,0,5,0,0,3,0.0,2.194,2.305,3.034,3.132,3.148,3.327,3.38,4.057,4.219,4.272,4.37,4.735,5.075,5.189,5.542,5.991,6.075,6.248,6.629,6.962,7.185,8.31,8.388,5.128,5.701,3.762,6.145,11.428
6551,GD,D,GD,2,2,,11/16/2023 18:01,0,2,0,0,12,2015,none,1,0,0,11,0,0,3,0.0,2.164,2.302,3.019,3.121,3.151,3.316,3.368,4.036,4.197,4.254,4.355,4.711,5.044,5.162,5.511,5.979,6.035,6.23,6.609,6.952,7.148,8.285,8.372,5.1,5.684,3.754,6.117,11.322
6549,GD,D,GD,2,2,,11/17/2023 1:56,0,2,0,2,12,2015,none,1,0,0,3,0,0,3,0.0,2.165,2.302,3.007,3.117,3.145,3.323,3.371,4.039,4.207,4.262,4.359,4.706,5.053,5.178,5.513,5.978,6.09,6.239,6.611,6.942,7.148,8.287,8.366,5.12,5.691,3.749,6.13,11.328
8895,B3,D,B3,2,2,,11/20/2023 17:49,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.202,2.309,3.045,3.158,3.195,3.323,3.426,4.105,4.219,4.306,4.371,4.733,5.097,5.242,5.566,6.033,6.09,6.334,6.725,6.979,7.199,8.342,8.477,5.144,0.0,3.778,6.194,11.448
8895,GD,D,GD,2,2,,11/20/2023 17:57,2,2,2,2,0,0,,0,0,0,10,0,0,0,,2.203,2.307,3.045,3.158,3.195,3.323,3.425,4.106,4.219,4.306,4.37,4.733,5.095,5.241,5.565,6.032,6.088,6.334,6.724,6.977,7.198,8.342,8.475,5.143,5.712,3.777,6.19,11.448
Margin on-site4,GD,D,HV,No PTI,0,Margin on-site3,9/16/2021 18:53,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.154,2.294,2.979,3.072,3.125,3.318,3.423,3.94,4.221,4.299,4.356,4.723,5.072,5.222,5.508,6.001,6.062,6.257,6.655,6.998,7.153,8.289,8.428,5.135,5.701,0.0,6.167,0.0
Margin on-site3,HV,D,HV,No PTI,0,Margin on-site3,9/16/2021 18:49,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.153,2.295,2.978,3.075,3.124,3.318,3.423,3.94,4.221,4.3,4.357,4.724,5.072,5.221,5.507,5.999,6.062,6.257,6.654,6.998,7.153,8.29,8.428,5.135,5.701,3.759,6.167,11.595
Margin on-site2,GD,D,HV,No PTI,0,Margin on-site3,9/16/2021 18:43,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.151,2.298,0.0,3.074,3.129,3.318,3.426,3.936,4.221,4.301,4.36,4.724,5.075,5.219,5.508,6.0,6.063,6.258,6.654,6.999,7.155,8.289,8.428,5.136,5.7,0.0,6.166,11.375
Margin on-site1,GD,D,HV,No PTI,0,Margin on-site3,9/16/2021 18:34,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.15,2.297,0.0,3.073,3.124,3.318,3.424,3.936,4.22,4.299,4.358,4.725,5.076,5.219,5.508,6.001,6.063,6.258,6.654,6.999,7.155,8.289,8.428,5.135,5.7,0.0,6.167,11.373
Margin on site 8,GD,D,HV,No PTI,0,Margin on-site3,9/23/2021 19:20,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.299,0.0,3.075,0.0,3.319,3.424,3.938,4.223,4.302,4.36,4.727,5.077,5.224,5.512,6.002,6.066,6.26,6.656,7.002,7.157,8.292,8.433,5.138,5.703,0.0,6.169,11.379
